stop_id,povp_delavnik_postanek,imena
744011,6.34019607843137,Šolska
744012,6.71001400560224,Šolska
744021,8.30763305322129,Japelj
744022,5.42425595238095,Japelj
744032,6.08154761904762,Brezovica pošta
745021,7.35372023809524,Erbežnik
745022,4.24901960784314,Erbežnik
745031,7.12464985994398,Mostiček
745032,5.96911764705882,Mostiček
801011,6.26360361540033,Tivoli
801012,7.0101538753735,Tivoli
802011,6.30902445186721,Stara cerkev
802012,6.75721843123641,Stara cerkev
802021,6.98911375983651,Kino Šiška
802022,8.18104520403965,Kino Šiška
802031,7.99356868621574,Na jami
802032,6.23498788792907,Na jami
802041,7.60888888888889,Bolnica P. Držaja
802042,5.90196078431373,Bolnica P. Držaja
802051,4.98870214752568,Drenikova
802052,5.61048085901027,Drenikova
802061,10.0750700280112,Tiki
802062,3.55555555555556,Tiki
803011,8.19699797723273,Slovenija avto
803012,6.85240193613896,Slovenija avto
803016,7.33851196962334,Šišenska
803021,9.96904267421325,Aleja
803022,7.1056000629917,Aleja
803031,8.6430298711056,Kompas
803032,5.41912079758665,Kompas
803041,7.70939697664231,Dravlje
803042,5.35938331989143,Dravlje
803051,5.86638249091809,Litostrojska
803052,8.66865486805314,Litostrojska
803061,5.50151515151515,Ljubljanske brigade
803062,4.08095238095238,Ljubljanske brigade
803071,5.5530303030303,Tehnounion
803072,4.4284632034632,Tehnounion
803081,7.6951148747042,Kneza Koclja
803082,6.24155955666382,Kneza Koclja
803091,5.99096638655462,Zgornja Šiška
803092,4.0516339869281,Zgornja Šiška
803101,10.5447252430384,Tržnica Koseze
803102,6.88618113912232,Tržnica Koseze
803111,6.39598930481283,Čebelarska
803112,19.4045284780579,Čebelarska
803121,10.3298340548341,Plešičeva
803122,7.69164332399626,Plešičeva
803131,7.35218244795735,Bratov Učakar
803132,5.20729127658193,Bratov Učakar
803141,5.84759924811828,Koseze
803142,6.17589012294895,Koseze
803151,6.31960784313726,Draveljska gmajna
803152,5.89969654528478,Draveljska gmajna
803161,5.36875,Bratov Babnik
803162,4.18888888888889,Bratov Babnik
803171,6.6109943977591,Spar
803172,20.8117647058824,Spar
803211,6.99659969727353,Kovinarska
803212,5.85152766050599,Kovinarska
803221,5.1,Draga
803222,9.5773321449792,Draga
804011,8.28851635334083,Trata
804012,6.90699064679685,Trata
804021,5.38542746981328,Prušnikova
804022,5.44069977150473,Prušnikova
804031,7.87926248547364,Podgora
804032,5.77434423067641,Podgora
804041,7.39509006848796,Šentvid
804042,6.87007601058556,Šentvid
804061,10.047619047619,Stanežiče
804062,6.00757575757575,Stanežiče
804071,7.28645833333333,Medno
804072,5.24479166666667,Medno
804081,15.364849711995,Kosmačeva
804082,7.68796154825567,Kosmačeva
804091,5.86273964131107,Na klancu
804092,7.5918253968254,Na klancu
804101,6.82158952158952,Tabor
804102,7.97943722943723,Tabor
804104,4.33333333333333,Tabor
804112,5.51933621933622,Ob daljnovodu
804122,8.840625,Brod
804131,6.10833333333333,Martinova
804132,,Martinova
804141,5.27777777777778,Tacenski most
804144,6.75,Tacenski most
804161,5.07849927849928,IMP
804162,5.3219696969697,IMP
804171,5.77083333333333,Andreja Bitenca
804172,4.98921568627451,Andreja Bitenca
804191,5.62328749681691,Pod Kamno gorico
804193,,Pod Kamno Gorico
804201,5.57668067226891,Omersova
804202,5.837558356676,Omersova
804211,6.25658263305322,Murkova
804212,5.73039215686275,Murkova
804231,5.69777777777778,Pržanec
804232,3.42857142857143,Pržanec
804251,7.24384895847075,Vižmarje
804252,8.57713606744432,Vižmarje
804341,,Oval
804342,3,Oval
804351,,Dvor
804352,3.5,Dvor
804381,,Zapuže
804382,1,Zapuže
804391,,Kamnogoriška
804392,1.75,Kamnogoriška
804401,,Dolnice
804402,8,Dolnice
804411,,Krivec
804412,4,Krivec
805011,7.82198471463177,Medvoška a.p.
805012,15.6454099821747,Medvoška a.p.
805021,9.46302521008403,Medvode
805031,6.61458333333333,Novo naselje
805032,5.12777777777778,Novo naselje
815011,4.42857142857143,Vikrče
815012,5.8,Vikrče
815021,7.47222222222222,Sp. Pirniče
